,AES_predictions,Alliant_Energy_Corp_predictions,Ameren_Corp_predictions,American_Electric_Power_predictions,American_Water_Works_Company_predictions,CMS_Energy_predictions,Consolidated_Edison_predictions,DTE_Energy_predictions,Duke_Energy_predictions,Dominion_Energy_predictions,Edison_Int_predictions,Entergy_predictions,Evergy_predictions,Eversource_Energy_predictions,Exelon_predictions,FirstEnergy_predictions,NextEra_Energy_predictions,NiSource_predictions,NRG_Energy_predictions,Pinnacle_West_Capital_predictions,PPL_Corp_predictions,Public_Serv_Enterprise_predictions,Southern_predictions,Sempra_Energy_predictions,Wec_Energy_Group_predictions,Xcel_Energy_predictions
139,[11.31627754],[39.10134572],[54.30642354],[67.51181401],[79.12525104],[45.1812619],[78.89461127],[104.04061699],[82.12264573],[77.01228236],[79.32102076],[75.8364613],[56.1945635],[59.19017525],[34.32687182],[29.49025123],[133.11640577],[24.07522885],[16.67461398],[84.13666973],[37.98925085],[43.75592659],[49.62190773],[111.8816197],[60.38662495],[44.84113504]
140,[11.31098689],[39.37807494],[54.30712962],[68.01637429],[79.18148522],[45.34326759],[79.28901557],[104.3481666],[82.39582845],[77.22816804],[79.17488345],[76.25981854],[58.39641694],[59.26925747],[34.46626078],[29.06659883],[134.05259995],[24.22994039],[15.72148958],[84.74626733],[38.05085019],[43.87712032],[49.53028216],[112.18723365],[60.65094585],[44.83262214]
141,[11.20147601],[39.27649297],[54.27722364],[67.93676389],[77.96139938],[45.01815264],[78.80175589],[103.93113166],[82.08149626],[76.61246316],[78.89307105],[76.44889924],[58.21279539],[59.14821202],[34.01741952],[28.97746854],[133.40922119],[24.00103954],[14.92034884],[84.39467003],[37.99095496],[43.70712105],[49.5036289],[111.50972454],[60.71262319],[44.75690952]
142,[11.09180223],[39.86466649],[54.80706758],[68.03466312],[75.87061582],[45.15261281],[78.93221515],[104.23537975],[82.57263462],[77.2968557],[79.7563723],[76.54042183],[57.72382054],[59.52047633],[34.02361792],[28.8543178],[134.42532416],[24.26604805],[14.56826188],[84.49022807],[38.44151621],[43.50859815],[49.8064635],[111.45216365],[61.25997331],[44.93603435]
143,[11.29915624],[40.04028452],[54.76723607],[68.40753976],[76.712087],[45.4511407],[79.81667022],[104.50739822],[82.93544056],[78.15154454],[79.6414104],[77.33361847],[57.59446617],[59.55082516],[34.36727904],[28.80849628],[134.30578358],[24.52378767],[15.06278906],[84.87188939],[38.53863537],[43.78899315],[50.06095053],[112.12214706],[61.57568734],[45.04804415]
144,[11.31620027],[39.80969454],[54.62998237],[67.78999565],[76.79615501],[45.49656515],[79.41273587],[104.53688029],[82.95281631],[78.51454309],[79.6259344],[77.16502043],[56.26430184],[59.76842971],[34.26647118],[29.0095269],[135.03996167],[24.36997381],[14.84600392],[84.95574383],[38.69058126],[43.66345158],[50.01671487],[111.98169002],[61.59581791],[45.13958361]
145,[11.3363018],[39.55645093],[54.24959276],[67.360628],[75.33315178],[44.92128208],[78.83222013],[104.0184104],[82.1359967],[77.58853688],[79.5838223],[75.34319012],[56.02895027],[59.34685655],[33.5762835],[28.77954915],[133.78699215],[24.08974894],[14.70489463],[84.18565282],[38.38345836],[43.01322888],[49.9737452],[111.52874929],[60.97832765],[44.80290513]
146,[11.54200839],[39.49037212],[54.51347915],[67.44781559],[75.61502921],[45.21318307],[79.06522392],[104.69089418],[82.53369948],[77.74648746],[79.16777069],[75.75119321],[56.73790415],[59.26902477],[33.76590685],[28.82569506],[134.28444134],[24.13510449],[15.13407944],[84.240283],[38.53173709],[42.72450479],[49.88313894],[111.66726543],[60.5205147],[44.92223821]
147,[11.46393313],[39.38093903],[54.48348043],[67.58804969],[75.88946749],[45.23629782],[79.52131877],[104.775414],[83.00688701],[77.58637209],[78.65912679],[75.41717556],[57.46552452],[59.52041871],[33.57308109],[28.80577724],[134.65631695],[24.1304198],[15.27015121],[84.32776112],[38.55321049],[42.80658416],[49.79842644],[111.44728297],[60.54724437],[45.15991404]
148,[11.3294581],[39.59285109],[54.923626],[68.05340351],[76.28336422],[45.54882283],[79.92315925],[105.42689851],[83.46577248],[77.93491756],[78.83889908],[75.65867872],[56.50965553],[59.90634835],[34.08708073],[28.74533168],[135.62676901],[24.28483654],[15.0494868],[84.7987526],[38.76321429],[42.8042945],[49.89096765],[111.65033745],[60.80946728],[45.5701088]
149,[11.37959876],[39.76172488],[55.154376],[68.54493699],[76.45588124],[45.7023889],[79.5980112],[105.88478193],[83.52807987],[77.99100071],[78.74227127],[75.75150877],[57.43852451],[60.14033525],[34.70260773],[28.88342368],[136.10506824],[24.51010597],[15.04405453],[84.53926118],[38.84123871],[43.02192837],[49.99089133],[111.95732442],[60.98970295],[45.7763844]
150,[11.31915543],[39.3836244],[54.6732171],[67.90110332],[75.9249292],[45.33923397],[79.16702792],[104.89610589],[83.17245973],[77.28310451],[77.91426804],[75.1901882],[56.16829706],[59.61276021],[34.49040809],[28.71622064],[135.9305821],[24.2011171],[14.89063943],[83.94509069],[38.49179897],[43.09918098],[49.34123151],[110.66704667],[60.58792871],[45.58625729]
151,[11.33382961],[39.60367657],[54.46510718],[68.16540614],[75.61345151],[45.58195626],[79.40597567],[105.28400263],[82.85181672],[77.50164517],[77.67349164],[75.39833827],[55.70475849],[60.22346771],[34.80784675],[28.58694182],[136.4806941],[24.24106753],[15.02806832],[84.14348965],[38.69648765],[43.61004888],[49.68094439],[110.61794156],[60.81179698],[45.63364539]
152,[11.19403127],[39.7867055],[55.3575313],[68.33633233],[75.39784349],[45.77911449],[79.96722877],[105.38813322],[83.28612355],[78.24723991],[78.01987515],[75.77371525],[55.91999492],[60.24745017],[35.13726242],[28.18285398],[136.96668558],[24.49682273],[15.24747871],[84.64346284],[38.81090167],[43.78121271],[49.7755182],[110.81479337],[60.93383187],[45.67459035]
153,[11.19243314],[39.75573835],[55.60424388],[68.73699437],[75.89398981],[46.05974151],[80.38526117],[106.07751263],[83.37793936],[78.57133159],[78.18593759],[75.68663593],[55.95734766],[60.12497886],[35.06843152],[28.24873728],[137.34467429],[24.69109879],[15.71408746],[84.60064964],[38.82691995],[44.01348837],[49.90540151],[111.57229212],[61.04777305],[45.87099118]
154,[11.34992408],[40.36392958],[56.35054281],[69.38945325],[76.35569797],[46.45588651],[80.93739606],[106.91544487],[84.059278],[79.65917708],[78.83957968],[76.32959205],[55.69553999],[60.74807869],[35.51016424],[28.41356532],[138.34970037],[25.00137321],[15.970366],[85.16875178],[39.15542742],[44.21948235],[49.9815397],[112.78418963],[61.55379587],[46.27286342]
155,[11.37156477],[40.89252035],[56.43091733],[69.59322095],[76.5346504],[46.67587268],[81.2978127],[107.34144211],[84.26417087],[79.68708597],[78.80590821],[76.56423088],[55.57215793],[61.13525318],[35.41145352],[28.49482214],[138.96135651],[25.13889084],[15.84921839],[85.79397309],[39.29472765],[44.10377397],[50.08460603],[113.20314151],[61.6404793],[46.49487093]
156,[11.71696625],[41.14060765],[56.16658004],[70.18507032],[76.98450479],[46.82873409],[81.45704441],[107.91233504],[84.71605769],[80.27333051],[79.26412529],[77.02093309],[55.47136847],[61.39133723],[35.78182671],[28.61311385],[140.16003675],[25.2192859],[16.74211539],[86.46883181],[39.57014212],[44.40264814],[50.38458239],[113.70849664],[61.98085376],[46.75186711]
157,[11.768123],[41.56080174],[56.09848116],[70.78806316],[77.72079381],[47.4177068],[82.05295186],[108.96272265],[85.13206225],[80.91303403],[79.95934974],[77.83847547],[56.07737068],[61.81602922],[36.06183616],[28.8378869],[140.67627662],[25.53129372],[16.4538354],[87.47101274],[39.90213677],[44.54742651],[50.4905294],[114.51282778],[62.47157365],[47.23199149]
158,[11.76717316],[41.3583954],[56.22740228],[70.88780648],[77.57179764],[47.42780017],[82.10896729],[108.90793395],[85.12359163],[81.02067357],[79.99010658],[77.68094833],[55.16838342],[61.38385677],[35.82623115],[28.91948881],[140.75193589],[25.56006396],[16.40298611],[87.42915659],[39.86453198],[44.46027254],[50.44903067],[114.50618065],[62.4921206],[47.30620617]
159,[11.68446478],[41.47247856],[56.48151097],[71.21188441],[77.75441679],[47.49558585],[82.22745676],[109.20393045],[85.42776589],[81.04998559],[80.67140638],[78.25364798],[54.86449754],[61.50992625],[36.04609914],[29.15756298],[140.68529955],[25.81686487],[16.18687957],[87.76981699],[39.87543023],[44.54839923],[50.57282884],[115.65433011],[62.59204484],[47.57544257]
160,[11.65596844],[41.44498253],[56.73911662],[71.78366684],[78.21871982],[47.43751695],[82.80183087],[109.55156839],[85.70018393],[80.79500116],[81.56496673],[79.0600151],[54.65541969],[62.09730809],[36.35444009],[29.2379054],[141.49784127],[26.07148587],[16.00420066],[88.37953777],[39.91860085],[44.9064446],[50.61997431],[116.45183365],[62.78447644],[47.89932819]
161,[11.92454674],[41.62494833],[56.79408962],[72.21963858],[78.8077238],[47.71579043],[83.45303413],[110.45645085],[86.41414015],[81.38214659],[82.14991127],[79.85896508],[56.00245917],[62.35503323],[36.72425804],[29.37886186],[141.94117945],[26.23988415],[16.77406967],[89.07565617],[39.96832731],[45.51291871],[50.94351324],[117.13887796],[63.2091047],[48.13980493]
162,[11.91607035],[41.81657827],[57.17573102],[72.66642307],[78.98193536],[47.80685089],[83.53154368],[110.88398651],[86.2789432],[81.21113251],[82.03112535],[80.2310587],[55.7178183],[62.35068162],[36.60143005],[29.43664306],[142.74622636],[26.34952781],[16.95484965],[89.24862216],[40.06989593],[45.19992738],[50.99631249],[117.43544045],[63.56607136],[48.31319417]
163,[11.72037412],[41.64053034],[56.90907622],[72.43124642],[78.83502954],[47.35159554],[83.05444527],[110.26721016],[85.89141515],[80.75919342],[81.95583525],[80.18646238],[55.38941653],[62.28834562],[36.62390231],[29.14877225],[141.87710463],[26.38117735],[16.67382465],[88.41463734],[40.03155123],[45.00461477],[50.81219546],[117.45487037],[63.07348882],[47.88754974]
164,[11.87806229],[41.45545108],[56.85093589],[72.1782488],[78.80564215],[47.35250261],[82.94341959],[110.27810129],[85.85431015],[80.35766835],[81.64504425],[80.10482234],[55.1355603],[62.18770179],[36.72692303],[29.05461932],[142.01801449],[26.25820476],[16.74194352],[88.03130593],[39.91237996],[44.72571955],[50.80119077],[117.11448982],[62.89738187],[47.6078904]
165,[11.59047597],[41.58394337],[56.93273102],[72.64240905],[79.40018986],[47.55796388],[83.81971413],[110.71440322],[86.14518387],[80.46062199],[81.91244775],[80.4919249],[54.954971],[62.61928361],[36.63704031],[29.14443213],[142.61643455],[26.43666442],[16.36345846],[88.11510006],[39.67615377],[44.63866947],[51.03483851],[117.51881866],[63.41122121],[47.92964774]
166,[11.56089648],[41.23906742],[56.40387027],[72.01753198],[78.80186374],[46.96093094],[83.06052654],[109.11924642],[85.41539421],[79.73897146],[81.45265831],[79.37855645],[54.6309222],[62.11865167],[36.40570109],[28.90430185],[141.56951031],[25.82231278],[16.36424228],[87.90071183],[39.42735556],[44.0420161],[50.74909462],[115.60345222],[63.03125366],[47.4127427]
167,[11.7105186],[41.25331704],[56.31980958],[71.89859462],[79.21657025],[47.00190628],[83.29731079],[109.11740218],[85.71827882],[79.36358555],[81.34307505],[79.32376414],[56.2214517],[62.33996892],[36.62865102],[29.05887063],[140.35805405],[25.75598752],[16.701313],[88.02084087],[39.21915622],[44.32777108],[50.69875663],[115.12094082],[63.14123684],[47.38055381]
168,[11.75173027],[41.14107241],[56.18453623],[71.45893568],[79.74171919],[47.05317847],[83.30090403],[109.0178007],[85.62928129],[79.46592675],[80.50882573],[79.17832037],[56.97649223],[62.26920243],[36.51363633],[29.47324597],[139.53117286],[25.66152364],[16.71647941],[87.48314098],[38.90097204],[44.30394264],[50.86269725],[114.77978656],[63.25986859],[47.20659632]
169,[11.92425964],[41.24198593],[56.32431282],[71.69488923],[80.1766882],[47.29278098],[82.9559884],[109.49461966],[85.98224912],[79.38310159],[80.4104076],[79.38100327],[56.68284555],[62.19919175],[36.53422546],[29.38892524],[140.09666557],[25.80432401],[16.93375955],[87.5555402],[38.99514326],[44.08468658],[51.08066719],[114.59876831],[63.39054094],[47.13652494]
170,[11.90098433],[41.55119317],[56.41151658],[71.96664186],[81.19963745],[47.72649762],[83.61418865],[110.36623404],[86.26904773],[79.98845647],[80.88400854],[79.39076567],[57.77518255],[62.47188539],[36.70339904],[29.53136211],[141.19840182],[25.90560467],[16.44808371],[88.08370515],[39.30294807],[44.24251363],[51.21098288],[114.39799902],[63.74362969],[47.36069636]
171,[11.9018517],[41.66602008],[56.48891061],[72.15830956],[82.02900831],[48.08002968],[84.27338673],[110.52909136],[86.95782773],[80.17169158],[81.91463118],[80.01819876],[57.75885373],[62.63571942],[36.83192175],[29.77753754],[141.88237437],[26.04178044],[16.55936879],[88.67177],[39.4495247],[44.34531948],[51.70180024],[114.99979979],[63.8931501],[47.595122]
172,[11.90647108],[42.17764473],[57.07711309],[72.42097762],[82.57010113],[48.25255572],[84.86826632],[111.19915348],[87.12846199],[80.69877019],[82.08515415],[80.01592906],[58.66748969],[63.24746274],[37.07327167],[29.94335308],[142.82240762],[26.05492992],[16.92137903],[88.93850224],[39.4982258],[44.45845053],[51.50613158],[116.37936075],[64.25176989],[47.78359072]
173,[11.89946615],[41.85877317],[56.80336708],[72.10106521],[81.43924964],[47.98585614],[84.71978532],[110.92806302],[86.933978],[80.399794],[81.93169826],[79.55126198],[58.88090324],[62.76527787],[36.85917902],[29.85161038],[142.39207134],[26.16678679],[16.95074484],[88.7373872],[39.58576652],[44.27521419],[51.43291445],[115.93993519],[63.85186804],[47.60355401]
174,[11.89767058],[41.84771653],[57.09380877],[72.57577997],[81.36522739],[48.05954949],[84.98740005],[111.14905021],[86.95509547],[80.24040015],[81.89839086],[79.77613606],[58.13336508],[62.87696047],[36.88571956],[29.87196615],[142.04585225],[26.2270938],[16.74266642],[88.86316913],[39.35048458],[44.32478544],[51.71942974],[115.51982311],[64.19795395],[47.70935842]
175,[11.68538344],[41.76811263],[56.51529203],[72.43545259],[80.92868052],[47.75652643],[84.67327519],[110.21268106],[86.64008323],[79.2411215],[81.58614866],[79.41819188],[58.27593059],[62.74434762],[36.71377312],[29.4735919],[141.14046603],[26.01381394],[16.7457121],[88.64982269],[39.39821466],[44.00208499],[51.2180549],[113.92797996],[63.89159805],[47.58724022]
176,[11.57354653],[41.58507257],[56.33176531],[71.85401406],[81.16834189],[47.66081586],[84.26251361],[109.76514161],[86.3343072],[78.98245961],[80.98348036],[79.21439479],[60.42728203],[62.25175326],[36.66954553],[29.20488368],[141.72256414],[25.91228911],[17.22630227],[88.22862348],[39.03909041],[43.71686718],[50.41494571],[113.55565375],[63.70535174],[47.39511797]
177,[11.56273693],[41.43622849],[55.99728594],[71.59013992],[81.15729904],[47.34417043],[83.88598006],[109.00082636],[85.9840391],[78.43706994],[80.12540416],[79.008868],[60.65464413],[62.30358689],[36.5205498],[28.93093186],[143.17491017],[25.80288633],[17.40419755],[87.88582466],[38.84369938],[43.59214812],[49.89338463],[112.907183],[63.46799939],[47.16979547]
178,[11.68066371],[41.66568693],[56.47953213],[71.90956691],[81.229789],[47.59152042],[84.11015501],[109.50485049],[86.70339261],[78.67102007],[80.53917969],[79.75911633],[62.20513516],[62.70637368],[37.19757268],[30.00418394],[144.24594986],[26.07016555],[17.62966592],[88.24553402],[39.30130205],[44.16632596],[50.19068734],[114.13780471],[63.69863588],[47.40807348]
179,[11.52815801],[41.11451386],[55.9034241],[70.80170074],[80.17859513],[47.05252723],[82.70834248],[107.73003591],[85.72146455],[77.97190875],[79.11246114],[78.18705262],[62.69295191],[62.00507684],[36.80014075],[29.73973146],[142.28151665],[25.86925651],[17.18199978],[87.34048876],[39.03781992],[43.67795747],[49.41835655],[113.67692151],[62.70744923],[47.05353349]
180,[11.34097723],[40.86737151],[55.35037125],[70.20979553],[79.75530495],[46.64178877],[81.90313506],[106.45367323],[85.03098624],[77.15568958],[78.19321318],[77.89251966],[63.40172169],[61.27268826],[36.15633907],[29.11204515],[141.13410031],[25.47610636],[17.26445567],[86.57129672],[38.85281071],[43.29070012],[49.19331462],[113.20040797],[62.25511814],[46.53654866]
181,[11.16749615],[40.41091198],[54.76818675],[69.66306299],[78.3530514],[46.37239809],[80.88231488],[106.03849806],[84.07666727],[77.08906038],[78.22202695],[76.95484577],[62.14535585],[60.78079786],[35.88638717],[28.79225532],[140.11492905],[25.38117554],[17.01096591],[85.23402509],[38.67690642],[42.94916551],[48.29369727],[112.97970981],[61.51006758],[46.02913583]
182,[11.11586136],[40.15291951],[54.76335919],[69.53219395],[78.05835799],[46.29832256],[80.94213417],[105.91787675],[83.69785923],[76.65441478],[78.22480721],[76.79851671],[62.74339766],[60.81529276],[36.12636423],[29.23348826],[140.35521306],[25.35025138],[17.19503419],[85.22873332],[38.67054736],[43.05736974],[47.967],[112.86413705],[61.45496016],[45.95589522]
183,[11.03376557],[39.86117929],[54.17145103],[69.03448164],[78.17112213],[46.02218206],[80.60117908],[105.52556199],[83.28796778],[76.17778826],[77.14654462],[76.43838185],[61.43409439],[60.46339611],[35.85465599],[29.06300981],[139.71015561],[25.30256553],[17.18595596],[84.83417832],[38.3014435],[42.73862798],[47.67590443],[112.23846242],[61.08574083],[45.62027084]
184,[10.89262893],[39.73821354],[53.8778011],[68.85325636],[77.97198921],[45.83277145],[80.51851703],[105.43076643],[83.27351856],[75.85115848],[76.93976692],[75.96959142],[62.35285444],[60.11242251],[35.48766265],[29.14966262],[138.93118535],[25.3354229],[16.77109845],[84.67249863],[38.30297061],[42.36159814],[47.46149089],[111.19405356],[60.85028366],[45.55725595]
185,[10.70105054],[39.64722406],[53.7806029],[69.03482316],[77.58830899],[45.72625339],[80.40065547],[105.21804932],[83.17359269],[75.73563667],[76.74049766],[75.52793684],[60.57048191],[60.03453332],[35.68611771],[29.27124694],[139.6331878],[25.18946396],[16.32311889],[84.36713596],[38.05003303],[42.03986313],[47.40671585],[111.00521676],[60.70871636],[45.57810071]
186,[10.75693417],[39.69311289],[54.16789209],[69.17093739],[77.79738802],[45.77502015],[80.57158805],[105.3170604],[83.40528397],[75.80321827],[76.84871019],[75.78932031],[61.70179164],[60.11634312],[35.62062994],[29.27291505],[140.53290933],[25.31029414],[16.21129416],[84.70773553],[38.08037428],[42.12367512],[47.36460168],[110.6067009],[60.93624634],[45.70766892]
187,[10.9369176],[39.54642743],[53.94501022],[68.91558666],[77.93459854],[45.60979242],[80.39169431],[104.97067668],[83.19224776],[75.63221828],[76.41334981],[75.31457577],[60.87306272],[59.9345027],[35.73626294],[29.28691318],[141.06588219],[25.20186553],[16.12224249],[84.22472409],[37.95804928],[41.99872449],[47.2882329],[110.83124408],[60.82531066],[45.57363321]
188,[10.94064922],[39.57768096],[53.80772037],[68.86586522],[77.78685285],[45.58971932],[80.44430789],[104.7566927],[83.20174755],[76.02697254],[76.57873639],[75.18160469],[61.17563268],[59.84548754],[35.73134631],[29.28702302],[140.74419888],[25.15878121],[16.30803373],[84.39137545],[37.77229836],[41.86835367],[47.28497497],[110.86223767],[60.85117689],[45.56349475]
189,[11.08208897],[39.85666649],[54.42059308],[69.01608178],[78.48399135],[46.05166378],[81.1375463],[105.59874824],[83.96060626],[76.543867],[76.61010156],[75.67492445],[61.91785982],[60.04995576],[36.06170358],[29.69427091],[140.83233859],[25.56364623],[21.25446116],[85.10681436],[37.81243241],[42.24243657],[47.52165226],[111.5155136],[61.36576302],[45.89275452]
190,[11.01134064],[39.72551025],[54.12256477],[68.33729248],[77.87555362],[45.72189403],[80.34055234],[104.91245744],[83.40398468],[76.15123149],[77.52513268],[75.08702063],[61.30907399],[59.91832718],[35.74842815],[29.65788851],[140.64863374],[25.34347313],[22.46963313],[84.75719916],[37.45661546],[42.25215794],[47.11230265],[111.58372793],[60.86493969],[45.70008654]
191,[11.01221048],[39.96524087],[54.41589948],[68.20365168],[78.56962578],[45.91179483],[80.77755158],[105.44756236],[83.84155984],[76.56139441],[77.41461476],[75.48007162],[61.80368912],[60.24284198],[36.03594834],[30.14370991],[141.74149368],[25.74114448],[23.16120916],[85.16417012],[37.37127703],[42.35670699],[47.28337653],[112.15599477],[61.25631864],[45.9246178]
192,[11.10247595],[40.10759784],[54.90318327],[68.56520231],[79.35088732],[46.02051298],[81.1118433],[106.03603314],[84.02047026],[76.5980032],[77.8668427],[75.615152],[61.69786728],[60.32225787],[37.0503817],[30.22216261],[141.00003574],[25.81127706],[22.74867533],[85.58207865],[37.67955417],[43.16332424],[47.03593479],[112.01414159],[61.58564621],[46.1158849]
193,[11.22279644],[40.28088073],[55.36675438],[68.39630768],[79.66772592],[46.12743712],[81.26650463],[105.82609962],[84.25074181],[76.86034073],[77.90167201],[75.65335508],[61.15040193],[60.4514993],[37.16841961],[30.44840236],[141.57422468],[25.68414485],[23.18240927],[85.81044857],[37.6997052],[43.55776974],[47.15691397],[112.23624394],[62.15077776],[46.41216848]
194,[11.31130524],[40.49077959],[55.6293611],[68.65110499],[79.94830529],[46.24537848],[81.74500331],[105.95627468],[84.31727855],[76.98860994],[78.14699483],[75.89129415],[62.2912986],[60.67325703],[37.32727969],[30.77542613],[141.80307204],[25.64500745],[24.03954516],[86.03568798],[38.12197915],[44.16176979],[47.2197928],[112.93840766],[62.6545115],[46.60231463]
195,[11.35506102],[40.99985321],[56.14024429],[68.71629426],[80.98535969],[46.60485238],[82.42325642],[106.78799892],[84.94995963],[76.96223849],[78.46582986],[76.47140962],[63.0007495],[61.2190651],[37.63696167],[31.22717239],[143.55134142],[25.81838409],[24.11405727],[86.59833185],[38.246214],[44.44245802],[47.33278154],[114.06953492],[62.81688071],[47.11633573]
196,[11.40095118],[41.37851916],[56.54191132],[69.959756],[81.90816653],[46.76186414],[82.94605656],[107.92632363],[85.20529418],[77.54570635],[78.99759886],[77.15827267],[62.58290407],[61.52495507],[37.52418149],[31.68747328],[144.32269719],[25.9733504],[24.48806749],[87.26665205],[38.54727313],[44.72576113],[47.87736757],[114.87935149],[63.39718718],[47.40796742]
197,[11.31405127],[40.85904937],[55.94094555],[69.22868525],[80.99753602],[46.41451901],[82.13122621],[106.38575326],[84.5961547],[76.8185558],[78.51066565],[76.35766251],[60.22309658],[60.71925239],[37.21203475],[31.28730303],[143.18256598],[26.08267595],[25.32720333],[86.52079833],[38.40869921],[44.08111703],[47.22142403],[113.29300702],[62.55425743],[46.94175213]
198,[11.23410153],[40.54533113],[55.83820767],[68.88645481],[80.77176331],[46.19685264],[81.55245284],[106.46670839],[83.87697377],[76.83648558],[78.47760979],[75.51684831],[58.93022689],[60.52560577],[37.05095613],[30.90070305],[143.16267096],[26.01570643],[25.01600672],[86.16091398],[37.97760802],[43.89149273],[46.80886221],[112.82013746],[62.27957596],[46.74664384]
199,[11.15902206],[40.82264642],[56.40775037],[69.45431542],[81.46239104],[46.56523188],[82.17154575],[107.41670726],[84.49393394],[77.0253364],[78.97198237],[75.69889328],[58.25767664],[61.00568828],[37.69525956],[31.10337487],[145.54238817],[26.50967475],[24.5911747],[86.92965394],[38.09724792],[44.28285349],[47.43130034],[113.42640706],[62.62807088],[47.28903037]
200,[11.10401023],[40.71807791],[56.29756252],[70.66500349],[80.94460413],[46.90435615],[82.34229723],[107.40248082],[85.04736824],[77.1177807],[79.23287436],[76.13756522],[56.79666136],[60.73773318],[38.00705439],[31.29389354],[144.69482156],[26.28931759],[24.57434209],[86.99675156],[38.13205218],[44.37879674],[47.84196956],[113.19917089],[62.5610332],[47.66304468]
201,[10.99446267],[40.47728507],[56.13683077],[70.42778822],[80.99937417],[46.31141883],[82.40199707],[106.71485751],[84.88256508],[77.03112328],[78.27145279],[76.19649627],[56.15169096],[60.5467646],[38.35003371],[32.04420834],[145.17369172],[26.06115576],[25.19721039],[86.17629989],[38.19037931],[44.91243998],[47.47561965],[113.02315975],[62.34846434],[47.17129511]
202,[11.16734473],[40.50354962],[56.12864841],[70.54947347],[81.16765574],[46.26719751],[82.85608009],[107.12672103],[85.0863465],[77.18587196],[78.76392331],[76.68867516],[56.48113222],[60.81722867],[38.34756847],[31.8940979],[146.04296984],[26.05767551],[24.63130785],[86.76912592],[38.33983858],[44.96706396],[47.91982069],[113.00139357],[62.95239628],[47.32208832]
203,[11.20527789],[40.80597978],[56.57438213],[70.65366499],[81.4194993],[46.67562424],[82.76177161],[107.07369092],[85.21595292],[77.29467812],[78.92808942],[77.15591135],[55.9839059],[60.91423346],[38.56075637],[31.9152416],[146.66637129],[26.23553171],[24.47152516],[87.15775546],[38.61333826],[45.25643602],[48.53009413],[114.53601122],[63.13688376],[47.59435752]
204,[11.06143497],[40.9464808],[56.73634349],[70.96453239],[81.97047415],[46.66095807],[82.73419709],[107.63110994],[85.77398502],[77.83894102],[78.75728443],[76.58189553],[54.70238653],[61.07045393],[38.46375791],[32.17779416],[146.74836832],[26.66051191],[24.47403386],[87.27987961],[38.96245115],[45.3243304],[49.79156943],[114.99708415],[63.64686348],[47.73504107]
205,[11.10403708],[41.09086003],[56.98819452],[71.2065556],[80.79243275],[47.01016643],[83.14310298],[108.77993523],[86.4765527],[78.37049104],[79.41244752],[76.89072982],[54.86103324],[61.88419984],[38.44949181],[32.14444923],[147.56426895],[26.49317422],[23.94269182],[88.73241537],[39.11335916],[45.76727302],[49.26707211],[115.99142744],[64.08737634],[48.07885169]
206,[11.07283368],[41.08169941],[57.4984865],[70.91634613],[81.0604934],[47.04174068],[82.8307362],[108.91505972],[86.49477093],[78.11408921],[79.3235664],[76.91067225],[55.87935193],[61.54931235],[38.19992788],[32.04273032],[146.80311378],[26.39489255],[24.45350071],[88.08851882],[38.79713336],[45.71319043],[48.79812146],[117.10271195],[64.14105247],[47.98525097]
207,[11.35596564],[41.55865403],[58.43349952],[71.36283817],[81.43387359],[47.43786253],[84.10460063],[109.42078244],[86.61807377],[78.00091837],[79.82013073],[77.48822531],[55.53495647],[62.32240493],[38.2195838],[31.95619762],[147.44436183],[26.32077356],[24.28514802],[88.8012241],[38.83353162],[45.78106984],[49.16154788],[117.48931526],[64.74326009],[48.4444199]
208,[11.26323731],[41.50344948],[58.07069741],[71.00565052],[81.70799033],[47.39532674],[83.23563544],[108.60592708],[86.2618288],[77.84799612],[79.48500017],[76.82912872],[54.28663607],[61.70459763],[37.73844428],[31.66081454],[147.27077416],[26.37512471],[24.30620045],[88.33890129],[38.61293824],[45.47015717],[48.89788051],[116.71233212],[64.50675904],[48.28695197]
209,[11.35546033],[41.63908871],[58.54034193],[71.37841668],[81.35002569],[47.50575195],[83.71108169],[109.22174666],[86.46095335],[77.83010006],[79.75132121],[76.88211233],[52.77139293],[62.26631958],[37.73265451],[31.99326211],[147.82914025],[26.35973446],[24.40393294],[89.04902785],[38.75786983],[45.62578674],[48.83201882],[116.11157902],[64.72500354],[48.6598818]
210,[11.1112279],[41.35433726],[58.01588978],[70.61511411],[80.81443296],[47.33734587],[82.85042804],[107.9340236],[85.73605009],[77.4376855],[79.56807695],[76.2573863],[52.98476683],[61.85910166],[37.54304443],[32.17202945],[147.20806585],[26.34054494],[24.6754938],[88.54633588],[38.50951707],[45.55310038],[48.40187313],[115.72070538],[63.86814922],[48.21870837]
211,[11.09116443],[41.65964735],[58.49414651],[71.07191697],[81.36403222],[47.49260272],[82.65920267],[109.16041707],[86.15019587],[77.68896421],[80.54189061],[77.04379595],[51.3235733],[62.2147145],[37.59160679],[32.44429921],[148.15143083],[26.63455355],[25.52821529],[88.90191622],[38.6759034],[45.91695494],[48.69206181],[116.52980001],[64.13771793],[48.47081929]
212,[11.10354377],[41.88678075],[58.85165975],[71.52043402],[81.8323234],[47.7745616],[83.06638738],[109.07950809],[86.84310249],[77.88551247],[79.91605095],[77.52079119],[50.79020672],[62.57192352],[37.84627762],[32.64191404],[149.05498585],[26.65624003],[25.50469172],[89.24587318],[38.93110488],[46.26940525],[48.9559087],[116.8056433],[64.44886514],[48.72205704]
