,Alaska_Air_Group_predictions,Allegion_predictions,American_Airlines_predictions,AMETEK_predictions,A_O_Smith_predictions,Arconic_predictions,Boeing_Company_predictions,C_H_Robinson_Worldwide_predictions,Caterpillar_predictions,Cintas_Corporation_predictions,Copart_predictions,CSX_predictions,Cummins_predictions,Deere_predictions,Delta_Air_Lines_predictions,Dover_predictions,Eaton_Corporation_predictions,Emerson_Electric_Company_predictions,Equifax_predictions,Expeditors_predictions,Fastenal_predictions,FedEx_predictions,Fluor_predictions,Fortune_Brands_Home_Security_predictions,General_Dynamics_predictions,General_Electric_predictions,Grainger_predictions,Harris_predictions,Huntington_Ingalls_Industries_predictions,Ingersoll_Rand_predictions,Jacobs_Engineering_Group_predictions,J_B_Hunt_Transport_predictions,Johnson_Controls_International_predictions,Kansas_City_Southern_predictions,L_3_Communications_Holdings_predictions,Lockheed_Martin_predictions,Masco_predictions,Nielsen_Holdings_predictions,Norfolk_Southern_predictions,Northrop_Grumman_predictions,PACCAR_predictions,Parker_Hannifin_predictions,Pentair_predictions,Quanta_Services_predictions,Raytheon_predictions,Republic_Services_predictions,Robert_Half_International_predictions,Rockwell_Automation_predictions,Rollins_predictions,Roper_Technologies_predictions,Snap_on_predictions,Southwest_Airlines_predictions,Stanley_Black_Decker_predictions,Textron_predictions,TransDigm_Group_predictions,Union_Pacific_predictions,United_Continental_Holdings_predictions,United_Parcel_Service_predictions,United_Rentals_predictions,United_Technologies_predictions,Verisk_Analytics_predictions,Waste_Management_predictions,Xylem_predictions
207,[85.14487354],[81.4547051],[49.98363954],[63.68493881],[54.3833583],[24.95394301],[239.96278523],[66.68101877],[114.47874425],[133.58108129],[30.70656582],[50.08872775],[160.17323502],[132.07341862],[50.34933339],[86.71978405],[72.94219001],[60.29984535],[142.29763371],[56.11812268],[42.45050188],[207.0149137],[39.18247566],[64.40934797],[198.86945653],[25.55069463],[164.39224253],[116.97787841],[214.11228484],[87.56566887],[54.13417151],[90.98082219],[39.58371211],[103.81072608],[178.2042373],[300.26732781],[37.65212437],[41.97517824],[117.27346018],[269.86206009],[67.9272433],[161.63293279],[62.26615228],[36.51655501],[174.90612869],[64.50146657],[44.25193637],[165.5778758],[44.325841],[236.35880613],[154.3535414],[54.89407947],[141.02893686],[49.07669619],[285.7624393],[102.97199747],[67.77031457],[111.8688982],[117.48084538],[118.07604358],[81.95718446],[75.39252482],[59.87640229]
208,[84.4380045],[80.5671121],[49.36298054],[63.54887554],[54.06518312],[24.67483459],[233.74544043],[66.13459344],[114.34497968],[133.4144783],[31.40933583],[50.74556754],[159.39908295],[132.35082536],[49.71102838],[86.64912791],[73.19906296],[59.98904925],[143.30796057],[55.66346172],[43.15567771],[206.20830151],[39.28009777],[63.92186535],[201.13309078],[25.71538036],[166.13711906],[118.64501672],[214.42925454],[87.31342944],[54.31324695],[92.26526396],[39.46544144],[103.77757567],[181.74918609],[305.43705036],[37.21743872],[42.39381354],[117.47580753],[273.06740618],[67.22211283],[160.86809806],[62.32923544],[36.6806525],[179.1366674],[64.41060881],[43.94735696],[165.63868217],[44.07737705],[234.65583861],[155.3754462],[54.70581586],[140.2763231],[49.15113977],[278.20184357],[103.68149222],[67.05088474],[112.40173647],[115.44997556],[117.18996188],[81.53626557],[75.26538459],[59.75788751]
209,[83.79248379],[78.87894097],[48.52322179],[62.71930438],[53.5219833],[24.0400366],[233.10072881],[66.05731482],[113.13573274],[131.02859056],[31.21031191],[49.96451323],[155.78897662],[127.60857764],[49.10050385],[85.4737215],[71.49424023],[59.06165614],[142.21197604],[55.07689332],[42.25450943],[203.57287276],[38.95411575],[62.95141241],[198.27177873],[25.26906873],[163.32701702],[118.21888562],[212.98015079],[84.92670333],[52.67167912],[92.15539111],[38.86543301],[102.11259434],[183.52887009],[303.51236349],[36.4821096],[41.18226178],[115.3881956],[270.90737798],[65.28030189],[155.74136347],[61.47228891],[35.63333116],[177.56181795],[64.1508812],[43.43931897],[162.3309622],[43.5528575],[229.59637826],[152.97036364],[54.04482056],[138.39074012],[48.28640228],[273.72913707],[102.6195889],[65.2760613],[110.90545591],[111.55120603],[116.53502146],[80.56628321],[74.85637482],[59.02267223]
210,[84.50792545],[79.42432355],[48.35289911],[62.63808895],[53.71528842],[24.03778735],[235.20701398],[65.68515356],[112.81628157],[130.4513639],[31.03861024],[50.26865027],[155.73442299],[126.95214319],[49.51691414],[85.01964164],[71.60362069],[58.9053637],[141.5997915],[54.62869428],[42.72376067],[204.88698596],[39.23881081],[63.30667048],[198.30943463],[25.21689132],[163.92293611],[118.51370477],[213.25301102],[85.01128071],[52.47128449],[94.77407401],[38.65636241],[103.05583441],[183.88482678],[304.02518073],[36.67924479],[40.90513826],[116.66454382],[269.38202925],[64.90811554],[157.12603112],[61.56633964],[35.5623397],[179.71655956],[64.03071598],[43.42091773],[161.82485516],[43.47689111],[229.5888356],[152.17913121],[54.12892542],[139.26954822],[48.46365272],[274.16787753],[103.51689222],[65.97848325],[111.43908138],[111.53690338],[117.05396521],[80.72027518],[74.63037565],[59.12577847]
211,[85.02131817],[79.60270329],[48.88273738],[63.1434145],[54.117868],[24.6642131],[237.35793342],[67.17006888],[113.75765277],[132.92737631],[31.80404194],[50.70792917],[156.36052022],[128.79336109],[50.07419606],[85.61764671],[72.42899507],[59.70525789],[143.1366449],[55.69849868],[43.09964919],[207.91758181],[39.28078639],[64.27285986],[200.08886369],[25.36846461],[166.75220635],[119.97104754],[215.07989361],[85.89534489],[52.60294263],[96.41805195],[38.65847408],[104.95705435],[183.1521387],[307.48555634],[37.31856355],[40.9070509],[119.57341968],[271.20821714],[65.32505312],[158.48217925],[62.61579366],[35.62210393],[180.24131983],[64.58405339],[43.98756558],[164.04716444],[44.0484802],[233.84349451],[153.52679711],[54.7660331],[140.86780728],[48.93709627],[279.20466358],[104.62719719],[66.81105009],[113.73430114],[112.18337699],[117.21246333],[81.48967902],[75.51030524],[59.86955654]
212,[83.91919841],[79.02784919],[48.5504382],[63.14653052],[54.33610592],[24.80225851],[239.57280002],[67.96550064],[113.72566273],[133.31171274],[32.09179394],[51.14536527],[155.8690236],[127.09530536],[49.89112071],[85.23743664],[72.44282239],[59.48877789],[142.95400378],[55.66113601],[42.80548662],[209.29565264],[38.59841635],[63.98216563],[199.7480699],[25.12810965],[165.02004423],[119.77523745],[214.62643885],[86.2904275],[51.52588108],[97.53737139],[37.85640438],[106.21696028],[181.48923773],[306.34151225],[37.43352488],[40.94692122],[119.9715404],[271.50628187],[64.98416458],[158.77880866],[62.00963095],[35.35225934],[178.36221678],[64.63033714],[43.89029762],[164.31347091],[43.97505344],[233.43714436],[151.88593289],[55.23816191],[139.73572343],[49.13519405],[279.44446095],[104.76662846],[66.97224217],[114.20899316],[112.07454029],[115.96911433],[81.38374547],[75.73746516],[59.92511526]
213,[83.85523613],[79.24428833],[48.41175835],[63.16410126],[54.80108183],[24.80342859],[237.45246119],[67.98947256],[114.17820995],[133.44524786],[32.21479632],[50.50177411],[154.58521314],[126.86737531],[50.13050181],[85.37020385],[72.70479938],[59.3461355],[143.09765206],[55.64899109],[43.06026241],[209.72918091],[38.39359457],[64.16140293],[200.83620197],[25.11835304],[164.86784665],[120.38786541],[211.01717576],[86.87849719],[51.04719258],[97.39812824],[37.53496787],[107.3467901],[181.40625331],[306.18455086],[37.514391],[40.5158423],[120.53755414],[270.35229997],[64.52311994],[158.79984569],[62.39612524],[34.36195622],[178.40278259],[64.67548952],[43.82366098],[164.14022515],[44.21067229],[232.86421265],[151.64167144],[55.37317199],[140.76434899],[49.17397103],[280.48376721],[105.76238585],[66.88646857],[114.73099317],[112.15173376],[118.06786713],[81.63284797],[76.04575729],[59.96277662]
214,[80.13426972],[78.86188973],[45.90987833],[62.77514283],[54.0120249],[24.25666849],[235.50922434],[66.81412336],[113.16876961],[131.31802523],[32.01566308],[48.98362306],[151.38033966],[124.05225585],[47.59626002],[84.01637731],[71.60472311],[58.18061341],[140.50598045],[54.823736],[41.57540875],[205.42240314],[37.72390244],[62.75060902],[197.88702416],[24.73376167],[164.42501109],[119.18139494],[208.28234868],[85.46912247],[50.15000311],[96.84749692],[36.92526823],[105.6876697],[178.73818679],[301.37716847],[36.49995801],[40.04992544],[117.45028952],[268.20328273],[63.21107967],[155.42971747],[61.2753741],[33.8384859],[177.24828832],[64.20093401],[43.25292621],[161.19301759],[43.98008421],[229.63029801],[148.77293849],[53.23656751],[138.13297993],[48.15789973],[274.63206911],[103.12763632],[64.66961145],[112.84803623],[111.85050822],[115.96485659],[80.87079268],[75.61113418],[59.00431045]
215,[78.67565985],[78.23583007],[45.47272072],[62.9525122],[53.94968375],[24.27647814],[235.92284058],[66.77441435],[113.88709688],[132.59028654],[31.87661182],[48.73336894],[150.96389022],[117.21138251],[47.59749421],[83.87178273],[71.21046424],[57.96146398],[140.03898548],[54.88703118],[40.7399575],[205.94279886],[37.6541556],[62.48698772],[199.09483309],[24.55645039],[161.37300514],[118.79019783],[205.12542202],[85.16381622],[49.77018637],[96.57205756],[37.04240069],[105.8891589],[178.05223294],[299.26287339],[36.40554389],[39.68118757],[118.70052055],[267.68906478],[63.06339985],[155.04164111],[60.88641735],[34.03466407],[177.02997839],[63.93572297],[43.33575848],[161.52674503],[43.64970369],[228.6267517],[147.93404406],[53.16335056],[137.61726399],[47.68203632],[273.26460701],[103.9020289],[64.817653],[113.32575621],[111.88009645],[115.68805327],[80.70861134],[75.30573168],[59.03713695]
216,[77.90531825],[77.47342912],[45.78730353],[62.37232371],[53.74244936],[24.55945042],[235.69876868],[66.89611004],[113.65886306],[133.90610006],[31.8990397],[48.66807523],[152.22462369],[116.96424533],[47.88809777],[83.72488081],[71.0697429],[58.00355592],[140.08525533],[55.04340812],[39.93867662],[206.36303888],[37.24224115],[62.8250139],[198.59825928],[24.49794724],[158.16829867],[118.5868134],[204.15075022],[85.09051496],[49.58564714],[97.33727175],[38.32624676],[107.56976334],[180.03880506],[301.89924657],[36.54785503],[39.3786533],[117.65050249],[267.90015114],[63.31324974],[155.11828263],[60.90280066],[33.81972584],[176.85966445],[64.16283555],[43.57474953],[160.5598634],[44.18458971],[227.92632859],[141.89982227],[53.55766156],[137.11527824],[47.51482724],[271.552801],[104.20254154],[64.96893751],[113.87059065],[108.3566704],[115.04296702],[81.12746315],[75.54142841],[59.31275468]
217,[77.14538659],[78.22166709],[45.43685735],[62.9926546],[54.45293268],[25.7374097],[240.39865406],[67.17746684],[115.83112228],[135.30759103],[32.12407067],[49.8718292],[153.30975863],[117.751023],[47.1272551],[84.87271696],[71.98471595],[58.932718],[142.63646532],[55.76772376],[41.50378917],[209.45593127],[37.61767883],[63.30119076],[201.5496392],[24.61198046],[164.58462603],[120.00735771],[208.14780825],[86.15958505],[50.93926323],[97.95169203],[38.67431416],[108.51973049],[180.7935409],[305.04759422],[36.98729061],[39.72989707],[120.44993779],[272.98429584],[64.47802628],[159.55051083],[61.43535288],[34.34253323],[179.20987331],[64.85104815],[44.06368044],[163.42363052],[44.79452839],[232.37303926],[141.76323494],[53.45025518],[138.81752491],[48.06817219],[275.77945356],[106.12712817],[64.74322808],[114.6449066],[112.64195363],[115.77768849],[82.10495994],[76.19750582],[59.99067081]
218,[74.83053708],[77.11269919],[43.88821206],[62.43508271],[54.18142361],[25.59175123],[237.81410075],[67.10168051],[114.86237619],[134.15991845],[31.79067449],[49.01139379],[152.48706009],[116.46860904],[46.10764506],[84.50394398],[71.23756269],[58.46501716],[140.96486923],[55.06763821],[41.15218752],[207.19061042],[37.57369114],[62.65917797],[199.70639469],[24.38614624],[161.3799457],[119.05875384],[207.42206927],[84.45337723],[51.45582477],[97.14238983],[38.52226728],[105.54553495],[179.57432168],[303.25333249],[36.75263474],[39.05907922],[118.98145337],[271.29094195],[64.02095637],[157.79015174],[60.77048725],[34.44643139],[178.20678926],[64.47564909],[43.6993119],[160.03123355],[44.59867502],[231.03393183],[141.82957526],[51.80877381],[137.47496057],[48.05110391],[272.21795465],[104.91033021],[62.77030471],[113.53336345],[108.48855656],[117.08506667],[81.1287364],[76.08664983],[60.02678517]
219,[73.54045386],[77.21486371],[42.83447149],[62.575483],[53.46939961],[25.34040884],[239.05150667],[66.87669599],[114.7055444],[133.28211821],[31.76084816],[48.4305862],[151.76391288],[115.58661072],[45.26359171],[84.15668081],[70.63967837],[57.98717905],[140.41588009],[54.90421994],[41.16261734],[206.70011386],[37.3942722],[62.45909821],[199.77034661],[24.30819226],[158.10016446],[118.96874215],[209.81823551],[83.78408935],[51.3943843],[96.5664745],[38.54088932],[104.72294297],[180.09206439],[302.85897488],[36.4971974],[39.32074676],[117.70380721],[268.77115825],[63.80377847],[156.50010624],[60.97123885],[34.4067454],[178.29879491],[64.1875092],[43.70290361],[160.32691902],[44.64402545],[229.08668014],[143.52975437],[50.73456904],[137.30585135],[47.97766138],[271.7384914],[104.55287178],[61.49535705],[113.33213449],[107.82352946],[115.29477092],[80.2477342],[75.71604339],[60.12514542]
220,[75.45542407],[77.62005408],[45.42058324],[62.50082634],[53.88430352],[25.24626776],[235.59867212],[69.0180527],[115.38034432],[133.86213736],[31.7142123],[48.8128516],[152.03111488],[115.97128182],[46.72265514],[85.1783151],[70.60400572],[58.49558947],[140.77346504],[55.07363044],[41.35103691],[207.72937707],[37.72530674],[62.36015769],[198.95599861],[24.49500774],[159.50977652],[119.75579352],[208.91416885],[84.59147565],[51.9652977],[97.64447561],[38.79103838],[104.44419407],[179.27957443],[302.75322016],[36.3338935],[39.45742344],[118.35897554],[269.0629157],[63.98044387],[156.9509737],[61.52362778],[34.61385591],[178.09656214],[64.36931904],[44.03966385],[159.55996207],[44.75645209],[230.73059892],[145.53116286],[52.65828093],[138.72508026],[48.41221226],[270.60945209],[105.18295591],[63.52344962],[113.42028211],[107.31910304],[115.13664159],[79.73324631],[75.91068496],[60.48167315]
221,[74.20851356],[78.18118849],[45.03402521],[62.4028808],[54.18564972],[25.18761669],[237.50272856],[70.94137764],[115.04965968],[133.98554179],[31.38314289],[49.46266261],[152.7262173],[115.96316162],[46.91747307],[84.49686696],[70.48327619],[58.39951949],[140.72072796],[55.48232271],[41.61404145],[209.00007093],[37.63125782],[61.99708362],[198.16031511],[24.45890334],[156.34671746],[121.32799241],[206.16216611],[83.86132181],[52.18241168],[99.18071276],[38.83647918],[103.51924787],[178.95817375],[303.77590113],[36.30633739],[39.35052022],[117.68982706],[268.17816064],[64.38075895],[158.60230506],[60.88617711],[34.85803509],[178.26197211],[64.44842372],[44.10704203],[159.81169808],[44.83270224],[230.48470037],[145.02299983],[51.78917425],[138.76265278],[48.11410597],[271.3714081],[104.49340356],[63.20856577],[113.82673087],[110.62069853],[115.15305555],[79.32551922],[76.2767465],[61.17354958]
222,[74.39033746],[77.72399649],[44.49161931],[62.59443895],[54.34040891],[25.39722421],[240.91474024],[71.46519677],[116.05688618],[133.117573],[31.43353802],[49.81214433],[154.8485315],[115.9216602],[46.5410987],[83.82495816],[70.56072194],[58.37483252],[140.96020248],[55.87790558],[41.39634891],[211.37613105],[38.19459049],[61.96070763],[201.01530176],[24.44327913],[157.11011453],[121.54807007],[208.68345327],[84.37361966],[53.20923671],[100.21029273],[38.73689686],[102.99881668],[181.77595238],[308.39686808],[36.32650681],[39.08860223],[119.48039631],[270.92671137],[65.14469247],[159.38511745],[61.060692],[35.24909554],[182.05470263],[64.8747562],[44.43056568],[160.45813064],[44.28815034],[229.49802639],[145.63727687],[51.49415326],[139.17535461],[48.17530879],[274.88929338],[104.90042645],[62.81796049],[114.9121851],[115.09558936],[118.856254],[79.57769764],[76.76601033],[61.15836709]
223,[74.02365019],[78.32672535],[44.32904293],[62.68135336],[55.03485532],[25.43724245],[240.40025156],[72.85947506],[117.6043668],[133.80398328],[31.87689307],[50.42519445],[157.66832701],[115.52160536],[46.84391493],[84.67133316],[71.03753677],[58.59295524],[141.53540015],[56.08893061],[42.03587164],[213.88496592],[38.56562238],[62.03218798],[201.20514754],[24.26889306],[159.43838693],[122.51435357],[210.66875096],[85.5610427],[53.81886324],[99.87648416],[39.12705463],[102.74235255],[181.79605233],[306.48190556],[36.38542551],[38.89116561],[120.85511574],[271.244662],[66.02539027],[160.48025173],[60.95288549],[35.38319616],[182.04840869],[65.10205139],[44.25103979],[162.64215029],[43.78837725],[231.48241833],[145.94074206],[51.59209501],[139.70214563],[48.9354712],[276.6162463],[104.85147511],[61.99877735],[114.96840307],[119.37461111],[119.60462018],[80.18254715],[76.99388176],[61.56080053]
224,[74.75716254],[78.74815872],[44.7875156],[63.27545037],[55.6883203],[25.47255395],[239.74060115],[70.48667224],[117.52356944],[135.03898973],[32.68412673],[50.26586174],[159.18451408],[115.99373674],[47.28042951],[84.93736917],[71.79766521],[59.04404647],[142.56413829],[56.06385467],[42.65204843],[214.5218703],[38.47745916],[62.54130877],[201.6657468],[24.55883231],[162.68514388],[123.0155508],[214.49202127],[85.43886577],[54.53392197],[98.87276361],[39.59911183],[103.45592238],[181.66836166],[305.7223473],[36.78384451],[38.84945296],[120.48562142],[272.47522019],[66.26213279],[160.86454311],[62.05868109],[35.90490886],[182.32273097],[65.25761376],[45.26453337],[163.99975366],[44.46648155],[230.9390989],[147.49182595],[52.12487924],[143.8136357],[49.11440565],[261.12378877],[105.23866673],[62.04442319],[114.33012148],[118.09668119],[119.87796615],[81.05105311],[77.16470455],[62.07612099]
225,[75.05715603],[79.21874287],[45.39418865],[63.22323784],[55.79209291],[25.5201529],[240.51858665],[70.20316618],[118.27301229],[134.71535254],[32.64911125],[49.83669701],[159.11188288],[116.15383593],[47.53267931],[85.38932384],[71.63233738],[58.79918601],[141.52060361],[56.48672213],[42.476061],[215.11026718],[38.52342881],[62.9887743],[199.9126228],[25.14676689],[163.52368068],[123.22016606],[215.23479488],[85.15744487],[55.18207729],[99.32492634],[39.88585802],[103.68885011],[182.25151481],[302.111438],[37.07292543],[39.50313874],[121.23830897],[269.01059495],[65.80825989],[162.83032616],[62.50683941],[36.01103139],[181.51967427],[65.21654562],[45.28484174],[164.26156548],[44.4699413],[230.15198323],[146.11591312],[52.2319311],[142.78130271],[49.26381654],[257.09315958],[105.38242422],[62.4986791],[114.37868158],[120.66871394],[117.72350411],[80.9166292],[77.24354098],[62.02677236]
226,[73.10851113],[79.37935666],[43.85753776],[63.0283723],[55.53122589],[24.38447727],[236.62115108],[71.73618296],[118.29386187],[133.41896039],[32.47743949],[49.04780095],[158.80088999],[115.51454565],[45.84800579],[84.91864713],[71.05467362],[58.61357152],[141.12401161],[56.56176449],[41.99573672],[213.32790736],[38.25805935],[62.67910846],[198.98081098],[24.72028537],[161.11379975],[122.98973079],[213.31219894],[84.76047349],[54.32290317],[98.56942886],[39.98336202],[102.64842719],[182.85302295],[302.32680377],[36.66652526],[38.78328004],[121.11892905],[268.10073326],[65.26779814],[159.68742971],[61.4656065],[35.77361556],[183.07812957],[64.71040559],[44.61245549],[163.28325182],[44.33989646],[229.14186052],[144.48007129],[51.20392328],[141.79375886],[48.7150438],[254.28933887],[104.04956646],[61.08880989],[113.93924624],[118.87513301],[110.96978984],[80.59656163],[76.04942284],[61.92825301]
227,[73.73767424],[80.31225299],[44.30640144],[63.45120886],[55.54188872],[24.32876287],[234.6390449],[72.88080028],[116.93606114],[133.46612634],[32.40694843],[50.11745686],[159.30490884],[116.31883046],[47.4332649],[85.90157074],[71.26146425],[59.90200758],[141.4948841],[56.46176107],[42.3499602],[211.94954699],[38.55745278],[63.28549765],[196.86288022],[24.93858032],[163.95101484],[122.80358801],[211.32793947],[84.3590554],[54.41769089],[99.13424038],[39.59083982],[103.69589454],[181.31590936],[301.53758278],[36.81673344],[39.02550089],[122.47168359],[265.39753608],[65.25008951],[159.93226906],[61.6831175],[35.55640098],[180.35840898],[64.50728379],[44.38632101],[162.29814505],[44.43812377],[229.80163063],[145.41576166],[51.69778483],[142.24378251],[48.7685036],[251.67661147],[104.96216605],[60.31710651],[113.83233128],[121.179503],[109.5373826],[81.11090171],[76.1294888],[62.03397988]
